t-59,t-58,t-57,t-56,t-55,t-54,t-53,t-52,t-51,t-50,t-49,t-48,t-47,t-46,t-45,t-44,t-43,t-42,t-41,t-40,t-39,t-38,t-37,t-36,t-35,t-34,t-33,t-32,t-31,t-30,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54
106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28
106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67
106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4
106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86
106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43
106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74
106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15
106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82
106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61
106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83
106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26
106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36
106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57
106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76
106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58
106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28
106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67
106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35
106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45
106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3
106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11
106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36
106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12
106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17
106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67
106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69
106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34
106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85
106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01
106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0
106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99
106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17
107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58
106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4
106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82
106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94
106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18
106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0
107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76
106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81
107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16
107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17
107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71
107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86
