t-59,t-58,t-57,t-56,t-55,t-54,t-53,t-52,t-51,t-50,t-49,t-48,t-47,t-46,t-45,t-44,t-43,t-42,t-41,t-40,t-39,t-38,t-37,t-36,t-35,t-34,t-33,t-32,t-31,t-30,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
109504.99,109488.57,109557.05,109591.49,109591.46,109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91
109488.57,109557.05,109591.49,109591.46,109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5
109557.05,109591.49,109591.46,109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57
109591.49,109591.46,109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27
109591.46,109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03
109590.44,109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65
109541.87,109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13
109571.96,109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13
109580.47,109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48
109622.46,109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63
109642.95,109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04
109622.97,109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39
109597.69,109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82
109600.84,109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2
109615.43,109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62
109536.82,109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18
109539.73,109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0
109560.15,109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19
109534.01,109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28
109545.12,109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37
109532.39,109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3
109525.49,109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36
109504.58,109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21
109537.72,109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58
109559.99,109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79
109515.0,109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33
109518.05,109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92
109474.95,109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26
109472.14,109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41
109441.81,109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04
109401.01,109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16
109380.34,109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87
109452.27,109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12
109460.34,109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17
109434.8,109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72
109525.82,109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23
109561.48,109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63
109523.28,109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79
109639.95,109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03
109668.28,109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2
109684.84,109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85
109771.73,109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73
109663.38,109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07
109567.46,109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15
109561.12,109571.11,109573.69,109572.37,109585.19,109526.77,109468.05,109470.51,109543.58,109509.0,109531.5,109515.17,109516.57,109543.58,109566.67,109480.2,109475.91,109351.5,109322.57,109333.27,109290.03,109301.65,109323.13,109328.13,109314.48,109304.63,109535.04,109532.39,109537.82,109453.2,109468.62,109500.18,109500.0,109476.19,109477.28,109451.37,109439.3,109435.36,109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25
