t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
106640.78,106626.66,106620.2,106660.7,106660.7,106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78
106626.66,106620.2,106660.7,106660.7,106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09
106620.2,106660.7,106660.7,106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12
106660.7,106660.7,106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73
106660.7,106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65
106653.7,106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6
106627.18,106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04
106627.19,106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02
106655.99,106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23
106662.29,106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31
106675.85,106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04
106673.48,106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49
106686.51,106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59
106709.53,106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15
106698.52,106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38
106734.78,106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09
106766.09,106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75
106805.12,106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94
106820.73,106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57
106787.65,106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24
106793.6,106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01
106816.04,106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79
106763.02,106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56
106765.23,106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28
106781.31,106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66
106783.04,106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41
106822.49,106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54
106833.59,106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3
106846.15,106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47
106845.38,106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27
106834.09,106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64
106842.75,106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76
106790.94,106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12
106801.57,106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44
106778.24,106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9
106792.01,106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43
106746.79,106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0
106738.56,106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0
106751.28,106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5
106771.66,106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06
106863.41,106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83
106836.54,106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08
106867.3,106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63
106877.47,106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1
106898.27,106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79
106914.64,106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11
106914.76,106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66
106964.12,106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69
106976.44,106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23
106955.9,106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2
106976.43,106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09
106984.0,107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16
107000.0,106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15
106988.5,106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95
106956.06,106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22
106913.83,106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22
106944.08,106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98
106972.63,107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08
107002.1,106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77
106999.79,107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28
107029.11,107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92
107018.66,107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97
107032.69,107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3
107019.23,107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84
107006.2,107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54
107006.09,107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28
107037.16,107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67
107040.15,107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4
107054.95,107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86
107059.22,107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43
107018.22,106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74
106999.98,107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15
107000.08,107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82
107037.77,107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61
107029.28,107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83
107019.92,106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26
106995.97,106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36
106976.3,106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57
106986.84,107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76
107008.54,107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58
107008.28,106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28
106991.67,106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67
106980.4,106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35
106972.86,106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45
106939.43,106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3
106962.74,106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11
106939.15,106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36
106913.82,106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12
106906.61,106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17
106868.83,106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67
106903.26,106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69
106881.36,106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34
106898.57,106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85
106913.76,106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01
106938.58,106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0
106943.28,106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99
106930.67,106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17
106935.35,106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58
106923.45,106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4
106905.3,106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82
106908.11,106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94
106924.36,106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18
106939.12,106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0
106931.17,106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76
106938.67,107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81
107023.69,107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16
107126.34,107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17
107153.85,107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71
107135.01,107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86
107150.0,107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69
107189.99,107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9
107102.17,107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28
107112.58,107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15
107099.4,107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44
107118.82,107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85
107108.94,107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02
107136.18,107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0
107150.0,107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58
107157.76,107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02
107151.81,107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74
107142.16,107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4
107142.17,107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51
107165.71,107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65
107167.86,107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21
107204.69,107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18
107172.9,107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4
107189.28,107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31
107162.15,107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69
107162.44,107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98
107126.85,107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3
107321.02,107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72
107378.0,107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9
107373.58,107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15
107440.02,107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47
107456.74,107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61
107450.4,107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34
107415.51,107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99
107427.65,107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81
107409.21,107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17
107416.18,107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9
107449.4,107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94
107436.31,107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86
107401.69,107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26
107419.98,107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21
107419.3,107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1
107458.72,107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91
107422.9,107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7
107494.15,107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81
107525.47,107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41
107544.61,107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33
107638.34,107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76
107672.99,107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4
107685.81,107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0
107670.17,107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06
107655.9,107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58
107643.94,107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65
107661.86,107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73
107629.26,107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69
107702.21,107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76
107676.1,107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83
107753.91,107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45
107714.7,107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41
107660.81,107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86
107657.41,107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59
107621.33,107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34
107681.76,107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9
107706.4,107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68
107750.0,107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28
107730.06,107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75
107733.58,107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75,107733.39
107730.65,107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75,107733.39,107779.11
107725.73,107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75,107733.39,107779.11,107784.99
107719.69,107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75,107733.39,107779.11,107784.99,107784.24
107732.76,107703.83,107710.45,107706.41,107561.86,107553.59,107526.34,107613.9,107655.68,107708.28,107725.75,107733.39,107779.11,107784.99,107784.24,107780.74
