t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
109349.5,109324.65,109347.0,109319.8,109330.43,109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59
109324.65,109347.0,109319.8,109330.43,109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32
109347.0,109319.8,109330.43,109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75
109319.8,109330.43,109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75
109330.43,109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16
109250.0,109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73
109251.39,109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38
109325.0,109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48
109238.22,109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99
109236.36,109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82
109230.04,109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43
109205.6,109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3
109213.66,109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39
109238.22,109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15
109238.22,109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27
109244.59,109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52
109235.32,109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72
109221.75,109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58
109221.75,109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47
109279.16,109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47
109276.73,109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31
109290.38,109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27
109270.48,109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0
109264.99,109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05
109266.82,109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24
109268.43,109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05
109292.3,109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6
109350.39,109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76
109354.15,109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0
109365.27,109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39
109374.52,109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82
109455.72,109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21
109454.58,109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48
109406.47,109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49
109388.47,109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01
109355.31,109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41
109339.27,109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01
109356.0,109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31
109343.05,109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21
109352.24,109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51
109364.05,109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61
109330.6,109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97
109337.76,109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63
109354.0,109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28
109363.39,109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51
109369.82,109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71
109355.21,109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67
109348.48,109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05
109348.49,109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02
109335.01,109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99
109322.41,109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77
109320.01,109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29
109322.31,109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0
109396.21,109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27
109361.51,109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51
109371.61,109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19
109421.97,109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19
109419.63,109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71
109439.28,109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74
109447.51,109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29
109501.71,109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45
109414.67,109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39
109449.05,109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91
109445.02,109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37
109448.99,109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07
109441.77,109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57
109444.29,109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4
109434.0,109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82
109438.27,109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72
109487.51,109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95
109513.19,109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78
109513.19,109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78
109498.71,109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44
109512.74,109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17
109526.29,109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94
109537.45,109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32
109534.39,109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49
109551.91,109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72
109571.37,109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6
109576.07,109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99
109552.57,109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39
109585.4,109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47
109580.82,109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78
109555.72,109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71
109573.95,109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91
109586.78,109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56
109586.78,109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94
109582.44,109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23
109556.17,109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54
109547.94,109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93
109561.32,109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87
109555.49,109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05
109553.72,109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72
109503.6,109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76
109510.99,109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67
109521.39,109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0
109534.47,109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47
109574.78,109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0
109560.71,109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5
109485.91,109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13
109499.56,109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63
109491.94,109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3
109492.23,109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87
109486.54,109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04
109463.93,109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45
109459.87,109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1
109466.05,109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03
109472.72,109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57
109476.76,109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71
109485.67,109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23
109458.0,109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97
109426.47,109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07
109438.0,109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58
109447.5,109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8
109453.13,109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14
109439.63,109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48
109428.3,109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27
109460.87,109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4
109518.04,109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59
109573.45,109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93
109553.1,109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09
109553.03,109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0
109593.57,109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47
109625.71,109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24
109671.23,109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12
109659.97,109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75
109693.07,109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01
109685.58,109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01
109711.8,109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1
109701.14,109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12
109722.48,109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19
109766.27,109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02
109886.4,109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82
109883.59,109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93
109847.93,109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73
109890.09,110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19
110000.0,109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8
109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46
109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35
109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09
110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85
110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04
110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0
110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73
109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65
109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46
110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98
109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31
109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92
109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61
109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12
110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12
109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83
109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38
110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63
110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27
110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37
110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57
110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31
110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46
110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28
110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02
110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09
109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44
110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21
110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02
110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48
110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16
109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78
110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64
110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09
109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0
109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42
110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24
