t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
109609.18,109658.3,109606.51,109562.08,109540.56,109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22
109658.3,109606.51,109562.08,109540.56,109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43
109606.51,109562.08,109540.56,109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28
109562.08,109540.56,109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19
109540.56,109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45
109443.25,109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38
109302.01,109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46
109290.1,109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0
109355.18,109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83
109469.33,109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85
109413.66,109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55
109430.72,109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95
109451.38,109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07
109400.01,109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59
109352.41,109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51
109321.54,109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47
109323.07,109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08
109257.64,109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07
109215.69,109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28
109230.16,109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46
109334.84,109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71
109297.8,109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38
109213.18,109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15
109214.11,109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28
109266.22,109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58
109294.91,109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21
109205.44,109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59
109148.13,109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14
109154.99,109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45
109167.35,109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95
109162.22,109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98
109246.43,109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82
109266.28,109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13
109178.19,109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02
109198.45,109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39
109115.38,109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87
109170.46,109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62
109193.0,109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12
109060.83,109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23
109063.85,109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96
109137.55,109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23
109234.95,109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0
109305.07,109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1
109371.59,109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0
109383.51,109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83
109368.47,109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36
109250.08,109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02
109284.07,109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1
109197.28,109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0
109152.46,109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43
109178.71,109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0
109163.38,109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84
109156.15,109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53
109145.28,109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81
109181.58,109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51
109195.21,109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96
109166.59,109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43
109270.14,109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9
109136.45,109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37
109231.95,109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19
109232.98,109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96
109204.82,109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24
109230.13,109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13
109300.02,109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02
109315.39,109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01
109310.87,109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79
109250.62,109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01
109292.12,109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97
109302.23,109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53
109349.96,109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01
109367.23,109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75
109400.0,109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23
109431.1,109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0
109419.0,109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36
109420.83,109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99
109418.36,109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4
109572.02,109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85
109583.1,109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36
109690.0,109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35
109684.43,109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52
109724.0,109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02
109623.84,109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04
109484.53,109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75
109338.81,109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83
109296.51,109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83,109509.1
109361.96,109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83,109509.1,109465.34
109410.43,109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83,109509.1,109465.34,109501.28
109409.9,109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83,109509.1,109465.34,109501.28,109474.46
109497.37,109456.19,109331.96,109343.24,109399.13,109469.02,109479.01,109467.79,109451.01,109485.97,109471.53,109450.01,109491.75,109472.23,109500.0,109450.36,109499.99,109521.4,109602.85,109668.36,109659.35,109608.52,109663.02,109612.04,109549.75,109511.83,109509.1,109465.34,109501.28,109474.46,109475.09
