t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
105676.98,105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16
105693.15,105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42
105657.12,105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52
105672.96,105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45
105661.68,105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72
105658.32,105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48
105656.93,105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56
105591.03,105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13
105609.34,105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07
105614.73,105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13
105625.34,105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01
105690.83,105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13
105640.78,105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93
105621.14,105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3
105597.37,105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58
105518.16,105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11
105471.94,105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46
105485.28,105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89
105503.57,105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34
105493.95,105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33
105511.48,105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98
105496.5,105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43
105473.07,105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0
105454.92,105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53
105413.05,105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72
105401.9,105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63
105392.98,105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38
105394.99,105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98
105404.39,105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55
105407.04,105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14
105411.16,105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37
105401.42,105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94
105413.52,105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33
105413.45,105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01
105440.72,105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99
105421.48,105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02
105424.56,105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31
105437.13,105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29
105420.07,105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26
105456.13,105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88
105450.01,105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16
105440.13,105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49
105435.93,105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71
105440.3,105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99
105418.58,105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26
105354.11,105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13
105188.46,105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94
105197.89,105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16
105492.34,105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5
105502.33,105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44
105591.98,105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86
105592.43,105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82
105575.0,105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19
105581.53,105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69
105511.72,105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43
105553.63,105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96
105597.38,105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88
105616.98,105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91
105637.55,105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06
105627.14,105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05
105632.37,105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51
105613.94,105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17
105605.33,105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86
105600.01,105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63
105636.99,105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48
105637.02,105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89
105656.31,105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88
105698.29,105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69
105667.26,105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49
105662.88,105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09
105664.16,105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37
105754.49,105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93
105763.71,105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39
105793.99,105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0
105779.26,105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46
105756.13,105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39
105761.94,105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12
105802.16,105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98
105787.5,105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78
105761.44,105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14
105714.86,105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36
105696.82,105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82
105675.19,105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87
105685.69,105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19
105740.43,105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27
105751.96,105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87
105714.88,105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23
105742.91,105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12
105742.06,105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97
