tamanho_janela,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,mape_mean,mape_std,acuracia_direcao_mean,acuracia_direcao_std,sharpe_like_mean,n_folds,total_samples
30,51.44783582213951,19.933890209731643,67.91291997787492,26.78724232010579,0.8420979978922656,0.1086661903272173,0.046895166013928895,0.018073453924040393,100.0,0.0,716.524603454415,5,2850
15,51.73143396227853,20.634181421586412,68.77136562342471,28.337707698095425,0.8404799585036342,0.10575160115702018,0.04715053809002204,0.018703261771798457,100.0,0.0,726.1055568184399,5,2865
60,53.356059143258996,27.039024742273003,71.21331154911707,37.34872090762842,0.8347395857402546,0.08786667020116236,0.04862356505815455,0.024502696209545767,100.0,0.0,744.1450671603795,5,2820
