Date,Open,Low,High,Close,Volume
2025-07-02 14:09:00,109205.49,109150.01,109205.49,109150.01,36376203.37777778
2025-07-02 14:10:00,109187.39,109163.86,109200.0,109163.87,36385379.55555555
2025-07-02 14:11:00,109148.13,109125.18,109156.38,109136.11,36348333.51111111
2025-07-02 14:12:00,109145.64,109099.77,109145.64,109118.14,37095040.0
2025-07-02 14:13:00,109107.52,109083.27,109136.97,109128.61,36352270.222222224
2025-07-02 14:14:00,109146.49,109128.52,109212.49,109212.49,36352270.222222224
2025-07-02 14:15:00,109212.48,109199.99,109293.49,109293.49,36992793.6
2025-07-02 14:16:00,109311.92,109249.31,109311.92,109268.26,37129099.37777778
2025-07-02 14:17:00,109264.88,109237.24,109273.76,109237.71,37172380.44444445
2025-07-02 14:18:00,109250.96,109250.96,109273.66,109269.73,37172380.44444445
2025-07-02 14:19:00,109269.73,109269.72,109328.95,109278.87,36447749.68888889
2025-07-02 14:20:00,109262.76,109243.87,109276.8,109243.87,37072136.53333333
2025-07-02 14:21:00,109235.64,109235.64,109280.99,109280.99,37072136.53333333
2025-07-02 14:22:00,109281.0,109273.2,109309.51,109309.51,37133678.93333333
2025-07-02 14:23:00,109309.53,109264.89,109344.01,109264.89,37072125.155555554
2025-07-02 14:24:00,109246.74,109246.74,109338.78,109329.52,37101223.822222225
2025-07-02 14:25:00,109329.69,109329.69,109387.87,109387.87,37101223.822222225
2025-07-02 14:26:00,109396.4,109330.61,109396.4,109359.29,37147810.13333333
2025-07-02 14:27:00,109385.0,109385.0,109414.56,109414.56,37206226.48888889
2025-07-02 14:28:00,109448.63,109415.1,109449.43,109418.57,37163272.53333333
2025-07-02 14:29:00,109418.56,109418.56,109450.1,109423.88,37180637.86666667
2025-07-02 14:30:00,109447.51,109357.65,109447.52,109357.65,37183658.666666664
2025-07-02 14:31:00,109342.74,109318.0,109396.2,109396.2,37210447.64444444
2025-07-02 14:32:00,109397.22,109367.83,109429.0,109368.85,37130399.28888889
2025-07-02 14:33:00,109370.87,109351.03,109390.78,109351.03,36777230.222222224
2025-07-02 14:34:00,109358.34,109353.62,109394.86,109392.55,36766432.71111111
2025-07-02 14:35:00,109363.43,109363.43,109389.08,109371.49,36706457.6
2025-07-02 14:36:00,109388.01,109351.0,109394.86,109394.86,36706457.6
2025-07-02 14:37:00,109404.4,109399.01,109442.31,109442.31,36752284.44444445
2025-07-02 14:38:00,109442.43,109442.33,109490.75,109469.04,37194979.55555555
2025-07-02 14:39:00,109469.05,109381.84,109469.05,109401.3,37194979.55555555
2025-07-02 14:40:00,109401.3,109390.69,109436.49,109415.0,37220229.68888889
2025-07-02 14:41:00,109420.71,109397.36,109421.22,109405.54,37245215.28888889
2025-07-02 14:42:00,109413.43,109413.43,109468.36,109424.65,37192829.155555554
2025-07-02 14:43:00,109406.47,109377.76,109406.47,109383.9,37142320.35555556
2025-07-02 14:44:00,109392.37,109392.37,109444.26,109441.1,37142320.35555556
2025-07-02 14:45:00,109441.37,109411.05,109441.77,109411.25,37237083.02222222
2025-07-02 14:46:00,109411.26,109411.26,109439.32,109439.32,37202028.08888889
2025-07-02 14:47:00,109432.72,109432.72,109468.84,109467.97,37202028.08888889
2025-07-02 14:48:00,109468.49,109468.49,109522.21,109513.42,36766964.62222222
2025-07-02 14:49:00,109485.58,109444.99,109485.58,109444.99,36774027.37777778
2025-07-02 14:50:00,109444.67,109444.67,109466.87,109453.82,37191088.35555556
2025-07-02 14:51:00,109447.54,109447.54,109488.55,109488.55,37191088.35555556
2025-07-02 14:52:00,109487.0,109486.98,109500.69,109500.69,37151368.53333333
2025-07-02 14:53:00,109504.98,109498.64,109538.96,109498.64,37230694.4
2025-07-02 14:54:00,109519.81,109474.94,109525.06,109525.06,37230694.4
2025-07-02 14:55:00,109528.0,109528.0,109578.7,109560.39,37217794.844444446
2025-07-02 14:56:00,109566.02,109544.68,109568.96,109546.82,37255731.2
2025-07-02 14:57:00,109579.33,109547.97,109579.33,109567.79,36570626.844444446
2025-07-02 14:58:00,109568.23,109568.23,109583.02,109582.3,36486513.777777776
2025-07-02 14:59:00,109583.99,109583.99,109618.91,109617.1,36486513.777777776
2025-07-02 15:00:00,109608.22,109572.61,109608.22,109572.63,37177224.53333333
2025-07-02 15:01:00,109575.43,109572.61,109606.77,109599.77,37210433.42222222
2025-07-02 15:02:00,109604.64,109593.79,109617.0,109617.0,36506171.733333334
2025-07-02 15:03:00,109624.02,109580.66,109625.55,109625.55,37130843.02222222
2025-07-02 15:04:00,109624.05,109560.37,109640.73,109611.87,37130843.02222222
2025-07-02 15:05:00,109598.18,109534.39,109598.18,109540.98,36454559.28888889
2025-07-02 15:06:00,109543.71,109431.09,109543.71,109431.09,37085334.755555555
2025-07-02 15:07:00,109425.0,109420.37,109511.81,109502.43,37085334.755555555
2025-07-02 15:08:00,109493.73,109463.94,109496.76,109489.06,37068430.222222224
2025-07-02 15:09:00,109489.03,109391.89,109489.05,109414.36,36658184.53333333
2025-07-02 15:10:00,109403.31,109353.99,109418.78,109401.72,36630456.88888889
2025-07-02 15:11:00,109401.72,109392.63,109417.98,109417.98,36630456.88888889
2025-07-02 15:12:00,109454.36,109451.44,109484.47,109454.33,37070637.51111111
2025-07-02 15:13:00,109431.7,109422.91,109455.44,109422.91,36400691.2
2025-07-02 15:14:00,109419.03,109418.18,109469.05,109469.05,36400691.2
2025-07-02 15:15:00,109468.83,109402.39,109468.83,109402.39,36402625.42222222
2025-07-02 15:16:00,109405.63,109405.63,109529.61,109529.61,36402625.42222222
2025-07-02 15:17:00,109520.61,109488.04,109520.61,109502.32,36348191.28888889
2025-07-02 15:18:00,109502.31,109502.31,109533.72,109504.99,36462475.37777778
2025-07-02 15:19:00,109504.99,109488.57,109523.94,109488.57,37046974.57777778
2025-07-02 15:20:00,109472.15,109472.15,109568.04,109557.05,37119200.71111111
2025-07-02 15:21:00,109550.36,109539.56,109591.49,109591.49,37142405.68888889
2025-07-02 15:22:00,109602.01,109574.97,109608.02,109591.46,37142405.68888889
2025-07-02 15:23:00,109587.99,109548.0,109590.44,109590.44,37162180.266666666
2025-07-02 15:24:00,109597.26,109516.1,109597.26,109541.87,36778777.6
2025-07-02 15:25:00,109546.58,109544.88,109573.22,109571.96,36826112.0
2025-07-02 15:26:00,109553.23,109553.22,109580.47,109580.47,36176665.6
2025-07-02 15:27:00,109576.98,109576.98,109627.35,109622.46,36176665.6
2025-07-02 15:28:00,109622.45,109613.85,109642.95,109642.95,36863396.97777778
2025-07-02 15:29:00,109647.86,109622.97,109657.56,109622.97,36843682.13333333
2025-07-02 15:30:00,109610.74,109577.39,109635.97,109597.69,36955719.11111111
2025-07-02 15:31:00,109603.77,109591.02,109603.78,109600.84,36218379.37777778
2025-07-02 15:32:00,109601.0,109601.0,109616.9,109615.43,36288091.02222222
2025-07-02 15:33:00,109609.75,109532.47,109609.75,109536.82,36979487.28888889
2025-07-02 15:34:00,109532.49,109511.73,109539.73,109539.73,36296183.46666667
2025-07-02 15:35:00,109547.0,109547.0,109564.17,109560.15,36275271.11111111
2025-07-02 15:36:00,109561.42,109520.56,109573.06,109534.01,36985989.68888889
2025-07-02 15:37:00,109531.55,109508.77,109545.12,109545.12,36894768.35555556
2025-07-02 15:38:00,109545.12,109517.58,109545.13,109532.39,36894768.35555556
2025-07-02 15:39:00,109532.4,109522.06,109539.95,109525.49,37062445.51111111
2025-07-02 15:40:00,109512.76,109476.82,109512.76,109504.58,37075527.11111111
2025-07-02 15:41:00,109513.18,109509.63,109551.02,109537.72,37001611.37777778
2025-07-02 15:42:00,109519.72,109518.12,109559.99,109559.99,37148910.93333333
2025-07-02 15:43:00,109546.76,109497.09,109546.76,109515.0,37167263.28888889
2025-07-02 15:44:00,109510.12,109478.98,109518.05,109518.05,37131241.244444445
2025-07-02 15:45:00,109509.99,109444.4,109510.0,109474.95,37144297.244444445
2025-07-02 15:46:00,109474.94,109425.56,109474.94,109472.14,37144297.244444445
2025-07-02 15:47:00,109496.81,109435.94,109499.33,109441.81,37120782.222222224
2025-07-02 15:48:00,109449.38,109401.01,109449.38,109401.01,37106690.844444446
2025-07-02 15:49:00,109401.0,109362.9,109401.0,109380.34,37120964.266666666
2025-07-02 15:50:00,109445.44,109414.68,109452.27,109452.27,37158656.0
2025-07-02 15:51:00,109460.0,109460.0,109513.18,109460.34,37158656.0
2025-07-02 15:52:00,109455.78,109422.88,109455.78,109434.8,37173876.62222222
2025-07-02 15:53:00,109422.89,109422.89,109525.82,109525.82,36482144.71111111
2025-07-02 15:54:00,109525.82,109525.81,109597.26,109561.48,37196342.04444444
2025-07-02 15:55:00,109576.53,109490.46,109576.53,109523.28,37188949.333333336
2025-07-02 15:56:00,109523.29,109523.29,109639.95,109639.95,37222471.11111111
2025-07-02 15:57:00,109653.16,109653.16,109719.88,109668.28,37186156.08888889
2025-07-02 15:58:00,109681.44,109664.88,109720.0,109684.84,37186156.08888889
2025-07-02 15:59:00,109680.58,109680.58,109771.73,109771.73,37312142.222222224
2025-07-02 16:00:00,109748.51,109657.5,109750.56,109663.38,37312142.222222224
2025-07-02 16:01:00,109631.84,109565.39,109635.79,109567.46,36605385.95555556
2025-07-02 16:02:00,109550.45,109522.39,109562.52,109561.12,36586242.844444446
2025-07-02 16:03:00,109561.13,109531.51,109571.11,109571.11,37343152.35555556
2025-07-02 16:04:00,109599.51,109573.69,109613.7,109573.69,37343152.35555556
2025-07-02 16:05:00,109572.6,109566.94,109587.37,109572.37,37307207.11111111
2025-07-02 16:06:00,109569.14,109566.44,109585.2,109585.19,37208135.11111111
2025-07-02 16:07:00,109647.77,109526.77,109667.18,109526.77,36513331.2
2025-07-02 16:08:00,109540.32,109468.05,109542.65,109468.05,37186446.222222224
2025-07-02 16:09:00,109444.88,109429.62,109473.7,109470.51,36733249.42222222
2025-07-02 16:10:00,109469.39,109469.39,109549.01,109543.58,36733249.42222222
2025-07-02 16:11:00,109550.08,109509.0,109550.08,109509.0,37722558.57777778
2025-07-02 16:12:00,109518.2,109509.11,109531.51,109531.5,37659650.844444446
2025-07-02 16:13:00,109531.51,109515.17,109581.46,109515.17,37690072.177777775
2025-07-02 16:14:00,109502.89,109502.89,109516.58,109516.57,37694097.06666667
2025-07-02 16:15:00,109502.91,109502.91,109543.58,109543.58,36571955.2
2025-07-02 16:16:00,109562.45,109562.45,109566.67,109566.67,37264841.95555556
2025-07-02 16:17:00,109581.59,109466.63,109581.59,109480.2,37267026.48888889
2025-07-02 16:18:00,109480.22,109468.82,109493.98,109475.91,37193992.53333333
2025-07-02 16:19:00,109485.6,109310.56,109485.6,109351.5,37238826.666666664
2025-07-02 16:20:00,109351.5,109314.21,109355.91,109322.57,37223734.04444444
2025-07-02 16:21:00,109328.96,109321.47,109333.28,109333.27,37111156.62222222
2025-07-02 16:22:00,109338.35,109287.21,109338.35,109290.03,37187578.31111111
2025-07-02 16:23:00,109311.22,109301.65,109324.11,109301.65,36401925.68888889
2025-07-02 16:24:00,109305.64,109282.65,109323.13,109323.13,36424746.666666664
2025-07-02 16:25:00,109314.43,109314.43,109333.12,109328.13,36423520.71111111
2025-07-02 16:26:00,109328.12,109314.48,109338.8,109314.48,36479624.53333333
2025-07-02 16:27:00,109314.47,109302.1,109314.48,109304.63,36872726.755555555
2025-07-02 16:28:00,109304.62,109304.62,109535.04,109535.04,36872726.755555555
2025-07-02 16:29:00,109535.14,109525.01,109548.8,109532.39,37540201.244444445
2025-07-02 16:30:00,109532.48,109508.46,109537.82,109537.82,37546083.55555555
2025-07-02 16:31:00,109537.82,109448.88,109537.82,109453.2,37546083.55555555
2025-07-02 16:32:00,109458.65,109458.65,109470.94,109468.62,37495785.244444445
2025-07-02 16:33:00,109468.63,109460.25,109507.4,109500.18,37621105.777777776
2025-07-02 16:34:00,109502.36,109494.3,109502.36,109500.0,37622326.04444444
2025-07-02 16:35:00,109495.41,109476.01,109495.41,109476.19,36921682.48888889
2025-07-02 16:36:00,109476.71,109448.47,109477.28,109477.28,36997805.51111111
2025-07-02 16:37:00,109472.22,109449.37,109472.65,109451.37,37011342.222222224
2025-07-02 16:38:00,109451.36,109439.3,109461.05,109439.3,37669216.71111111
2025-07-02 16:39:00,109433.09,109427.92,109438.03,109435.36,37018117.68888889
2025-07-02 16:40:00,109435.37,109435.29,109455.21,109455.21,37686462.57777778
2025-07-02 16:41:00,109455.17,109438.23,109456.6,109454.58,37686462.57777778
2025-07-02 16:42:00,109465.96,109465.08,109484.53,109478.79,37692777.244444445
2025-07-02 16:43:00,109478.32,109462.71,109482.47,109463.33,37012565.333333336
2025-07-02 16:44:00,109442.55,109429.44,109449.98,109430.92,37012565.333333336
2025-07-02 16:45:00,109436.82,109384.26,109436.82,109384.26,37050766.222222224
2025-07-02 16:46:00,109384.25,109361.02,109384.26,109371.41,37097241.6
2025-07-02 16:47:00,109371.42,109302.04,109371.42,109302.04,37740794.31111111
2025-07-02 16:48:00,109305.0,109291.13,109328.16,109328.16,37740794.31111111
2025-07-02 16:49:00,109327.25,109306.87,109327.27,109306.87,37768223.28888889
2025-07-02 16:50:00,109300.94,109300.94,109327.27,109323.12,37768223.28888889
2025-07-02 16:51:00,109315.23,109294.49,109315.23,109295.17,37648517.68888889
2025-07-02 16:52:00,109282.64,109278.68,109291.52,109278.72,37629354.666666664
2025-07-02 16:53:00,109327.0,109278.71,109327.0,109305.23,37688365.51111111
2025-07-02 16:54:00,109302.08,109290.63,109302.09,109290.63,37744571.733333334
2025-07-02 16:55:00,109273.26,109240.45,109281.02,109255.79,37754444.8
2025-07-02 16:56:00,109264.16,109200.01,109264.16,109200.03,37754444.8
2025-07-02 16:57:00,109203.59,109203.59,109236.39,109235.2,37778358.04444444
2025-07-02 16:58:00,109235.2,109213.23,109237.47,109219.85,37778358.04444444
